,username,biography,userid,mediacount,followers,followees,is_verified
3008,shaundonovannyc,"Father, husband, lifelong New Yorker. Running for NYC Mayor to rebuild and reimagine the greatest city in the world.",26724064330,196,5493,174,True
3009,tedjackjack,Journalist,185699849,186,979,194,False
3010,waynedeangelo,Proudly serving New Jersey's 14th Legislative District. Fighting for New Jersey's middle class families.,469779388,0,106,0,False
3011,patstevens13,"Nashville, TN.  Husband, dad, music dude.  Here’s a playlist of some cool tunes I’ve had the pleasure of playing on.  “Be excellent to each other.”",338114953,624,1639,6656,False
3012,repchris,,253564909,59,741,304,False
3013,beatricelanzi,"Vendo prodotti Fitline e Chogan sulla pagina beanetwork_ecreazioni ,sono consulente di viaggio e creo oggetti fai da te❤️",13581218,779,345,2392,False
3014,redwhiteroyals,"Movie updates + some random posts 
RW&RB movie out now ❤️💙",11794959955,282,36176,126,False
3015,johnaxford,"Too old for teen angst!
Too young to be washed!!",43203982,702,19124,407,True
3016,ken_allen_training,"""Knowledge is most powerful when given to another"" -KA
Master Instructor Certified
You may need to be your Own 1st Responder • O1R
• Not for sale •",5484580992,927,12954,2930,False
3017,d_neezy_in_d_big_easy,"Joyfully serving Jehovah🙏
Spanish/Portuguese - Legal/Medical Interpreter & Translator
CEO @ Words.Work, LLC
💞Married to meu amor 💃💍🕺🏾
💦bapt 17-May-97",417729364,654,437,1045,False
3018,janet86367howell,,58119898189,2,75,265,False
3019,d_sil,🎥✨🌍,27518931,159,107826,2372,True
3020,alan.g.bates,@connectioncph,2158817646,822,4780,1095,False
3021,nickf0ley,"Elon University 🎓 EUXC 🏃🏻‍♂️
Falmouth, MA | Washington, DC",1184906712,173,585,500,False
3022,bill_proctor,,43875316,2,110,38,False
3023,njsendems,The official Instagram account for the New Jersey Senate Majority Office,9278648792,402,2408,533,False
3024,brucestarr29,www.wearebmf.com,45562986,2670,4418,7469,False
3025,januaryjones,,1002960691,1265,1153972,382,True
3026,fishyrick,Fish and more fish,49391694971,22,39976,15,False
3027,crownovermyra,,34195004889,0,14,0,False
3028,christhomasthemayor,"LEGENDARY COMEDIAN & ORIGINAL AND 1st HOST OF ""BET's RAP CITY"" CHRIS THOMAS HAS BEEN SEEN ON: COMIC VIEW, DEF JAM, P.DIDDY HBO & MORE!!!",1580358757,74,2697,982,False
3029,_kettle,"Country girl at heart 💕 World traveler 🌏✈️ 
Adventure seeker🌄 ⛺
Cat Mumma 🐈 
Bird Mumma 🦜",8488465,524,57956,1036,False
3030,dougthomasofficial,"Aspiring Polymath
Passion. Persistence. Progress.
⬇️",3674122,1580,1902,2915,False
3031,official_pjohnston,"Actor with @heymantalentagency 
Videographer/Editor with @boomcrate
#GemCitySpiderman @gemcityspiderman @weareherostrong",333976700,1086,1979,2465,False
3032,gleeofficial,The official Instagram account for Glee.,310924391,366,582909,15,True
3033,richardlicht,,55150311,9,100,51,False
3034,kc_around_dc,"Politics, Happy Hour, Bravo 
New Englander at ❤️
👬:  @thepiersall 
🐶: @gibsoninthebigcity  
Fam Business: @coastal.tyes",183425486,363,1172,1549,False
3035,presenteorg,"✨We are strengthening the political voice of Latinx communities through technology, media, and culture.",1209483779,1246,1708,1340,False
3036,schare,,1931388293,105,157,252,False
3037,gerald.mccormick,,4100567332,0,0,0,False
3038,committeeforchildren,"Since 1979 we've been on a mission to ensure children everywhere can thrive emotionally, socially, and academically.
#GrowKinder",3156025025,758,2616,337,False
3039,oeconline,"Since 1968, we’ve brought Oregonians together to protect the water, air, and land we all share and love.
#ItsYourOregon",4317052,616,1919,427,False
3040,ceciliamunooz,"@cecii.tips 🧖🏻‍♀️
@letrascmm ✍🏻
@corazonnsandia 🤤",957622545,172,5143,523,False
3041,petehoekstra,Former Chairman House Intelligence Committee  Frequent writer and commentator on intelligence issues and the threat from radical Islam,1671514886,0,1,24,False
3042,boardwalkhall,"Behind the scenes at Boardwalk Hall. 
An OVG360 facility @OVG.",228250314,1457,5497,591,False
3043,joseph.trillo,"Drama free and 286 livin 
that's all u need",12637179772,2,50,85,False
3044,joe.pennacchio,"Senator Jersey Joe
New Jersey State Senate
Twitter @joepennacchio",48382495411,36,847,29,False
3045,dlenglin,"Mostly Family, Friends, Dogs, Politics, Food, Whisky, & Travel. Personal Insta = opinions 100% my own. (Follow my archery quest at @davidshootsarrows)",200386192,378,2747,742,False
3046,jameystegmaier,I'm a board game designer and president of Stonemaier Games. Most photos I take are of my cat and games. (he/him),187536012,2127,46972,2425,False
3047,travis.rowley,,4039106559,0,16,14,False
3048,realtruethevote,True the Vote is the country’s largest voters’ rights organization and has led unified national plans to protect election integrity since 2009.,20237771037,410,9568,113,False
3049,mayorbollwage,"Mayor of NJ’s 4th Largest City 💼 👔 👱🏻‍♂️
@mayorbollwage on Twitter & Facebook",13769823524,1168,5187,70,True
3050,noaccountcasino,"NO BULLSHIT! 
18 år+ | stodlinjen.se | Spela ansvarsfullt",7307493050,0,801,2,False
3051,mitchell_daniels,27,394669952,86,1058,1588,False
3052,repmceachin,"Father, husband & Progressive Democrat. Proudly representing VA’s fighting 4th Congressional District. #VA04",4359065048,626,5834,388,True
3053,roberthagan,"Australian Impressionist Artist
Exhibition April 1st @southwest_gallery",268847688,1011,20489,83,False
3054,richardcodeynj,Richard Codey is a former Governor of New Jersey and is the State Senator representing the 27th Legislative District in Essex County.,45534009249,13,294,67,False
3055,frankiesee,,25719509,616,537,1612,False
3056,efraindeladuent,,3696326636,4,120,170,False
3057,stephanie.desilva_,"🤍 Ruvi
🩺 Nurse
🐶 Archie",1351756246,161,368,501,False
3058,judy.manning,,1804385708,14,88,207,False
3059,cornyreviewer,"I review SML I guess
The artwork in my pfp was created by the very talented @ reggiestein.v",56852216082,21,121,48,False
3060,karenharrington.ceramics,,5722776253,504,994,2640,False
3061,georgiademocrat,Home of the #GADems,420034610,930,12491,120,True
3062,sciarramusic,"📍LA | Nashville
🎶Alt-Pop Artist 
✈️World Traveler
👑@Sciarracollection
💌 alex@risingsunsagency.com
New World Out Now",2904522,150,89144,4861,True
3063,kriner__,"@lgloyal 
MLB The Show 21 Fall Circuit Champion
MLB The Show 22 Summer Circuit Champion
MLB The Show 23 CS Champion",50716558836,4,98,12,False
3064,asmreedgusciora,"The Official Instagram Page of Assemblyman Reed Gusciora of New Jersey's 15th Legislative District 
Trenton, New Jersey",2085546575,11,333,356,False
3065,jonhuntsman,,1104373632,15,139,225,False
3066,emotion.ron,🧑🏾‍💻 CEO @mixedemotion.co @emotional.closet,1576233440,23,2947,1041,False
3067,ninaturnerohio,"Thought leader. Activist. Senior Fellow: Institute on Race, Power & Political Economy. Former Ohio State Senator & Professor.",411128767,2797,201767,2324,True
3068,thomassgouros,Corfu Greece 🇬🇷🇬🇷 London United Kingdom 🇬🇧🇬🇧 ||Facebook||Thomas Sgouros💌||,295026712,107,1528,2169,False
3069,wingard.matt,"AUD💘4/8/16💘
FAITH💯",1946194110,109,1556,1010,False
3070,repbuddycarter,"Proudly serving Georgia's 1st Congressional District.
👇Sign-up for my weekly newsletter👇",1809113517,523,5171,281,True
3071,kyleenwright,,219490829,15,557,181,False
3072,pr3achblackman,"215 | 412 | pts m.div. '25 | #IAmAME
i see | long live the queen 🐝
you have to believe. | 19⭕️6",15641811,30,2220,2078,False
3073,taprice,"Humble Servant…Founder/CEO 
@ncrfoundation @blackcollegeexpo @latinocollegeexpo @ncrf.steamteam subscribe to channel today youtube.com/NCRFTVNetwork",55529762,874,2501,441,True
3074,myodfw,"Photos of fish, wildlife, hunting and fishing.",196502160,1525,30147,403,True
3075,richie_rich0515,"💼 Aspiring Entrepreneur | Adventurer 🗺️
📍 Ocala, Fl
🌍 Join my journey of growth 
💌 Let’s connect, support on our paths
💡 Turning ideas into reality 👇",4825186459,12,1366,512,False
3076,curtis_foltz,"Just a homegrown boy from Tennessee. 🇺🇸CWOL🇺🇸
#🤘🏼lol🤘🏼go follow my main page @homegrown_the_redneck",5755048692,551,1868,3630,False
3077,jakewebber9,"youtube videos, rock music, and rotting. 
I LOVE MY NO NAMES!🖤",426538590,142,1055554,241,True
3078,chrisbowers_,"Guitarist  ||   PA
Bass   || @lutmband",1478486450,614,876,504,False
3079,joshua_marquis,,35224258,627,129,569,False
3080,officialbrownthomas,The World’s Best Brands. Exceptional Service. #BrownThomas,46061679,1441,199028,553,True
3081,the.transformation.project,"💪 Want Help Losing Your Next 7-12 lbs FREE?
🔥 DM Us ‘TRANSFORM’ For Your FREE Personalized Nutrition Plan To Lose 7-12lbs In 42 Days Or Less!",43540967750,407,2291,479,False
3082,ericgray,"| #AG2G 
| TheONE  
| Greatest 
New York, New York 💙",22536863,84,42661,553,True
3083,theroyalfamily,"The latest news and updates on the work of The King, The Queen and The Royal Family.",336038588,4585,13237366,75,True
3084,donna_seidel,,1934273203,2,162,20,False
3085,carterboy_ceo,On da road to riches n I don't need a fuckin map!!!,1278143629,2358,4997,3505,False
3086,dekalbschools,"Georgia's 3rd largest district. Using deep teaching & learning to produce globally competitive students prepared for higher education, careers & life.",584727164,5493,18336,421,False
3087,tomhughesupdates,"Account dedicated to the talented British actor, Tom Hughes 
🎬: Those About to Die",26055036128,342,3992,99,False
3088,schullerofficial,"Schuller, is a leading firm in #lamps and light-fittings, home #decoration and #furniture, that began manufacturing in Spain 50 years ago.",4775472598,1148,36864,3774,False
3089,phillip.keefe,"Tacoma adventures with some E30 stuff.
Colorado based. Living in the past.
Just truck/car pics.",40052874,423,968,1289,False
3090,publicnoticesg,"Notices put up in public spaces in Singapore. Since 2011, a survey of vernacular, sentiment & aesthetics. Contribute with hashtag #publicnoticesg",1674540344,1687,20802,11,False
3091,nollem55,,904802217,314,442,260,False
3092,johnbirchsociety,"Less Government, More Responsibility, and - with God's help - a Better World.",1931323896,1299,6448,55,False
3093,kathleen_connell,,371561522,210,558,868,False
3094,teaparty,"Gorgeous unique private tea party venue in Kentish Town, London.                                             💕Baby Showers 💕Hen Parties 💕Any Excuse!",3577714,990,4819,82,False
3095,mayor_frank_ortis,Political advertisement paid for and approved by Frank C. Ortis for Mayor of Pembroke Pines.,19040121279,5,145,3,False
3096,rpcoalition,"The Rainbow PUSH Coalition (RPC) is a multi-racial, multi-issue, progressive, international membership organization fighting for social change.",145033865,395,3570,314,False
3097,rodsmith80,"2X World Champion with the Denver Broncos. Author of the best seller ""The Rod Effect"".",1268514531,1128,53035,534,True
3098,carl_lewis_official,"Head Coach
#HTownSpeedCity 
@uhcougartf
cameo.com/Carl Lewis",3625261420,309,29817,689,True
3099,klenkejo,,27864824905,1,19,21,False
3100,saintpaulvalletta,"Saint Paul is an enclave for travellers with a passion for all that is bespoke, local, and unique.",8578242171,95,485,853,False
3101,alanhays,"Jack of all trades, master of none.",45953592,365,384,708,False
3102,ibuildamerica_ohio,"Pride. Respect. Construction. 🏗🇺🇸🛠#ibuildamericaOHIO to be featured! How Ohio is built. Official partner of @ibuildamerica. 
IBuildAmerica-Ohio.com",5564248403,945,1419,918,False
3103,texasparentpac,"Bipartisan. 1600+ supporters of high-quality, public education for all kids. Helped elect 60+  new members of the Texas Legislature. Volunteer led.",5792607911,17,105,61,False
3104,jchiusolo827,,506980877,183,659,977,False
3105,annlininger,"Judge, mother, advocate for a strong and fair justice system",2301631636,0,446,90,False
3106,john_lee_official,"Sharing 20 years of entrepreneurship, business and investing lessons. For Media, Podcast, Speaking, Collabs enquires email: contact@johnlee.com",199176932,2913,2399192,1710,True
3107,afp_newjersey,"AFP-NJ exists to recruit, educate, and mobilize citizens in support of the policies and goals of a free society at the local, state and federal level.",2010639065,340,601,954,False
3108,helenglovergb,"💥2 times Olympic Champion🥇🥇 🚣
💕Mum to Logan, Kit and Bo 💕              Enquiries to Hugo@ignite-sports.co.uk",235758226,1396,79758,349,True
3109,leonardo_panetta_,"🇮🇹🇪🇺Corrispondente #mediaset, from #europe
📕 “Recovery Italia. Perché siamo il malato d’Europa?”📗",434203906,326,2813,764,False
3110,franknutr,"- 🐻💖🐻 @powlawl
- Personal Account 
- Registered Nutritionist 
- Foodie, Gamer, Newcastle upon Tyne",8494224,1006,4384,1367,False
3111,marke_miller,,29332011,1040,418704,275,True
3112,officialdavidyost,"The Blue Guy from that 2023 & 90's TV show about teenagers with attitude 
Actor / Producer / Writer
National Suicide Prevention Lifeline Dial 988",1440282596,1253,272554,869,True
3113,jfdriscoll,"Its not the wand, its the wizard",35737173,271,766,903,False
3114,fredkarger,"Author, Political Consultant, LGBTQ Activist, Actor, 1st Openly Gay Candidate for President & World’s Greatest Crasher fred@fredkarger.com",288051619,886,2206,1083,False
3115,mikefasano,#drums                                                                           @tigerarmy                             @johngregoryband,3155815,2217,12593,7486,False
3116,occupywallstreet,NYC protest for American Revolution,10452335,278,3302,33,False
3117,myburntorange,"#sturrrmama
#PanAfricanPalate
#africancuisineexpert 
TikTok: 182K followers/31M Views
Co-Author: @blackfoodbook & Science of Spice 
🇬🇧 🇳🇬 🇬🇭 🇧🇼 🇿🇼 🇰🇪",737084682,2885,6664,1774,False
3118,davidsquiroa,Knowing what to embrace and what to avoid will make the difference. Proverbs 8:1-13. Pastor @valleybaptistespanol. 📸 @dsqpro,5795226,2577,1080,577,False
3119,rkraig84,,4273029449,0,32,100,False
3120,armstrongward,"Lake District Independent Home & Lifestyle Shop Wainwrights Yard,Kendal. Est. 2005",622111341,1494,2765,937,False
3121,americanmanufacturing,"A nonprofit, nonpartisan organization dedicated to strengthening American manufacturing.",264496957,842,3028,1049,False
3122,joserodriguezcof,Tv host | reality | Tv personality | personal trainer,468358846,205,315333,625,True
3123,eva.galambos,Director @parlourx,1314728639,528,2413,1036,False
3124,wearenortheastohio,"⚡️Content Creator
🎥Capturing Content of our📍Northeast Ohio Brands & Businesses 
📈Featuring businesses and entrepreneurs who bring our region to life.",54021218327,93,2161,537,False
3125,brnnewberry,"I am 5'9"" 150 lbs single and looking 4 that special lady who wants to live life.",2274255737,10,291,248,False
3126,thebeverlyhalls,,15752250986,6,5845,6,False
3127,haley_barbour,,1434095220,158,433,814,False
3128,uspostalservice,Need customer service or other assistance? Call 800-275-8777; DM on Twitter at USPSHelp; or PM at facebook.com/USPS. UGC Link:,47302898,2159,144949,24,True
3129,john.shermann,,186137075,12,930,1063,False
3130,keepconservative,"#1 Conservative Page on Instagram! 🇺🇸
Shop our apparel below! 👇",48598137127,5,27089,23,False
3131,carlacarlasmith,"Incoherent, inconsistent, uncurated extracts. Often consisting of successful and failed attempts at being an actor, writer, director and/or human.",6015961109,89,3778,1363,False
3132,thekid_diorr,"🇦🇷&🇺🇸CEO / manager / promoter
Main page-> @thekid_dior 
CEO,000,000.",51051837672,3,101493,364,False
3133,raymondlesniak,,33186301680,2,170,70,False
3134,chrismmccalla,"Current location- Traveling
✈️🌎🏌🏼‍♂️⛳️🏝🌊",26401335,138,636,762,False
3135,sierraclub_nj,"Explore, enjoy and protect NJ
🌊🌲🐻",6642214548,432,1706,266,False
3136,sindogon,,175707212,12,283,96,False
3137,saveoursprings,"Austin's Water Watchdog Since 1992 💙💦
Protecting Barton Springs & the Texas Hill Country🌾🐠",1715075483,503,6462,1474,False
3138,valerie_huttle,Former NJ Legislator,1684112094,1486,664,720,False
3139,theonlywand,Just in it for a free Buckt box 😅,11866938275,22,44,66,False
3140,congressmankean,"Proudly representing New Jersey’s 7th Congressional District | Serve on T&I, HFAC, and SST",57377759393,302,1717,174,True
